time,seconds_elapsed,z,y,x
1783002445639163600,0.06816357421875,0.191200852394104,-0.148427814245224,-0.02845134772360325
1783002445649215700,0.0782158203125,0.1792728155851364,-0.09396430850028992,-0.00418329332023859
1783002445659267600,0.088267578125,0.15344122052192688,-0.042986348271369934,0.01733691245317459
1783002445669319700,0.098319580078125,0.1091214269399643,-0.017109211534261703,0.013259346596896648
1783002445679371800,0.108371826171875,0.05372687801718712,-0.0334588922560215,-0.005278118886053562
1783002445689424600,0.118424560546875,0.013464409857988358,-0.0766255334019661,-0.003174754325300455
1783002445699476700,0.128476806640625,-0.01768445409834385,-0.12559467554092407,0.021649634465575218
1783002445709528600,0.138528564453125,-0.026676084846258163,-0.15554244816303253,0.029037510976195335
1783002445719580700,0.14858056640625,-0.025019066408276558,-0.12570147216320038,0.008809736929833889
1783002445729632500,0.158632568359375,-0.03783765807747841,-0.01555472519248724,-0.03652339056134224
1783002445739684900,0.168684814453125,-0.059354402124881744,0.1593041718006134,-0.07126832008361816
1783002445749736700,0.17873681640625,-0.08422992378473282,0.3320535719394684,-0.08769922703504562
1783002445759789800,0.188789794921875,-0.08939512819051743,0.4264000356197357,-0.10112688690423965
1783002445769841700,0.198841552734375,-0.08950617909431458,0.4090748429298401,-0.08957435935735703
1783002445779893800,0.208893798828125,-0.08834051340818405,0.36729463934898376,-0.06083565205335617
1783002445789945900,0.21894580078125,-0.07256394624710083,0.3197963833808899,-0.04651637002825737
1783002445799997700,0.228997802734375,-0.04465881362557411,0.25841957330703735,-0.013999172486364841
1783002445810049800,0.2390498046875,-0.01611904799938202,0.17514625191688538,0.05402515083551407
1783002445820102700,0.2491025390625,-0.016655409708619118,0.05416816473007202,0.1355181485414505
1783002445830154800,0.25915478515625,-0.036132171750068665,-0.055150870233774185,0.17258988320827484
1783002445840206600,0.26920654296875,-0.041723210364580154,-0.10503534227609634,0.16492663323879242
1783002445850259000,0.279259033203125,-0.03952903300523758,-0.1256130486726761,0.12940645217895508
1783002445860310800,0.289310791015625,-0.03740862384438515,-0.09121593087911606,0.08350421488285065
1783002445870363000,0.29936279296875,-0.03734550625085831,-0.03375290334224701,0.010571683757007122
1783002445880414700,0.309414794921875,-0.031862858682870865,0.013258547522127628,-0.06055202707648277
1783002445890467600,0.319467529296875,-0.03431429713964462,0.019478093832731247,-0.10327339172363281
1783002445900519700,0.329519775390625,-0.0530560277402401,-0.018198978155851364,-0.10498420894145966
1783002445910571800,0.33957177734375,-0.0705958753824234,-0.03769118711352348,-0.06879504024982452
1783002445920623900,0.349623779296875,-0.07046884298324585,-0.043597277253866196,-0.035172369331121445
1783002445930675700,0.35967578125,-0.0638229176402092,-0.03543682023882866,-0.016040485352277756
1783002445940727800,0.369727783203125,-0.059112321585416794,-0.024527180939912796,-0.022877085953950882
1783002445950780700,0.37978076171875,-0.06244713068008423,0.011709386482834816,-0.04122307151556015
1783002445960833500,0.38983349609375,-0.054130345582962036,0.03766268864274025,-0.06456541270017624
1783002445970885600,0.3998857421875,-0.040711209177970886,0.03741714730858803,-0.07320524007081985
1783002445980937500,0.4099375,-0.029228458181023598,0.021523933857679367,-0.0644247978925705
1783002445990989600,0.419989501953125,-0.018940402194857597,-0.012648151256144047,-0.038035798817873
1783002446001041400,0.43004150390625,-0.01305375061929226,-0.04087313264608383,0.0026168220210820436
1783002446011093500,0.440093505859375,-0.0065343319438397884,-0.04230351373553276,0.04442765191197395
1783002446021146600,0.450146728515625,0.003947337158024311,-0.04090269282460213,0.07145421206951141
1783002446031198500,0.460198486328125,0.01787886582314968,-0.01732812449336052,0.067562535405159
1783002446041250600,0.47025048828125,0.03256779536604881,0.002380333375185728,0.03437688201665878
1783002446051302400,0.480302490234375,0.044496893882751465,0.010786068625748158,-0.0010841728653758764
1783002446061354500,0.4903544921875,0.04290592297911644,-0.0004996090428903699,-0.02365313097834587
1783002446071406300,0.50040625,0.038248587399721146,-0.016947291791439056,-0.01966851018369198
1783002446081458700,0.510458740234375,0.032578714191913605,-0.02839595451951027,-0.0002490055630914867
1783002446091511600,0.520511474609375,0.024350613355636597,-0.03309270739555359,0.017417872324585915
1783002446101563400,0.5305634765625,0.005001682788133621,-0.03973063454031944,0.019361447542905807
1783002446111615500,0.540615478515625,0.0008841694798320532,-0.06085482984781265,0.0327928327023983
1783002446121667300,0.550667236328125,-0.0004697816038969904,-0.0564504936337471,0.0620921328663826
1783002446131719700,0.5607197265625,-0.0034557178150862455,-0.04698428511619568,0.0775911957025528
1783002446141771500,0.570771484375,-0.013801832683384418,-0.07461724430322647,0.057069942355155945
1783002446151823600,0.58082373046875,-0.031448204070329666,-0.07430326193571091,0.0314045287668705
1783002446161876500,0.59087646484375,-0.053154297173023224,-0.021313278004527092,-0.0019917781464755535
1783002446171928300,0.60092822265625,-0.05475299432873726,0.006371346767991781,-0.02682788483798504
1783002446181980400,0.61098046875,-0.05914641171693802,0.034575287252664566,-0.015743808820843697
1783002446192032500,0.621032470703125,-0.05757434666156769,0.059427641332149506,0.014786935411393642
1783002446202084600,0.631084716796875,-0.0539628341794014,0.06933939456939697,0.03873461112380028
1783002446212136400,0.641136474609375,-0.05025331676006317,0.07961732894182205,0.04465961456298828
1783002446222189300,0.651189208984375,-0.04992947727441788,0.07752009481191635,0.035958800464868546
1783002446232241400,0.661241455078125,-0.061044979840517044,0.05432023108005524,0.00583711639046669
1783002446242293200,0.671293212890625,-0.07000012695789337,0.003835218260064721,-0.030343525111675262
1783002446252345600,0.681345703125,-0.06675399839878082,-0.05391969159245491,-0.04675232619047165
1783002446262397400,0.6913974609375,-0.0600670650601387,-0.0922982394695282,-0.02118757739663124
1783002446272449500,0.701449462890625,-0.044080641120672226,-0.10834325104951859,0.011288607493042946
1783002446282501400,0.71150146484375,-0.01858966238796711,-0.11304505914449692,0.04882053658366203
1783002446292554500,0.721554443359375,0.016281768679618835,-0.12081190198659897,0.08876315504312515
1783002446302606600,0.731606689453125,0.034811243414878845,-0.11288713663816452,0.13388189673423767
1783002446312658400,0.741658447265625,0.038358572870492935,-0.09475606679916382,0.1503218561410904
1783002446322710500,0.75171044921875,0.03977857157588005,-0.08353084325790405,0.13477885723114014
1783002446332762400,0.761762451171875,0.030181072652339935,-0.06586849689483643,0.09648366272449493
1783002446342814500,0.771814453125,0.004041879437863827,-0.037321537733078,0.07864154875278473
1783002446352866300,0.7818662109375,-0.03978309780359268,0.0025837989524006844,0.09656435251235962
1783002446362919700,0.791919677734375,-0.0733112320303917,0.03602724149823189,0.1111249253153801
1783002446372971500,0.801971435546875,-0.07779546082019806,0.0409969687461853,0.09678087383508682
1783002446383023600,0.812023681640625,-0.07152505218982697,0.02840474247932434,0.06672869622707367
1783002446393075500,0.822075439453125,-0.05520147085189819,0.020735638216137886,0.027512583881616592
1783002446403127600,0.83212744140625,-0.03933435678482056,0.02708541415631771,-0.021700501441955566
