time,seconds_elapsed,z,y,x
1783003371505660200,0.08666015625,-0.12284545842409134,-0.0025502324720844626,-0.023320277107181025
1783003371515712000,0.0967119140625,-0.18264204773902892,-0.01770535070169717,0.004507759748026728
1783003371525763000,0.10676318359375,-0.1393430042386055,-0.018537892535701393,0.013319463767670094
1783003371535815000,0.11681494140625,-0.041187165912985796,-0.008254508528299629,-0.013882915469864383
1783003371545866000,0.126865966796875,0.00021218144595623015,0.015448950077034533,-0.02303200735086575
1783003371555918000,0.13691796875,-0.04981061735153198,0.011704027927666902,-0.010500780484592541
1783003371565969000,0.146968994140625,-0.12506605708301066,0.0076233344852924345,0.010607574460469185
1783003371576021000,0.15702099609375,-0.13625088344216346,-0.011779138990491628,0.013967698543332517
1783003371586072000,0.167072021484375,-0.09163491212427616,-0.01883830025438219,0.004008386257989332
1783003371596124000,0.1771240234375,-0.03942483241558075,-0.02434405806381255,-0.02311872665309347
1783003371606175000,0.187175048828125,-0.034221418553590774,-0.014540931854024528,-0.03165028942395001
1783003371616227000,0.19722705078125,-0.07778291238248347,-0.018000168929807842,-0.015862892039632422
1783003371626279200,0.207279052734375,-0.1060550671428442,-0.013802498044259846,-0.003907611030945554
1783003371636330200,0.217330322265625,-0.10783435177505016,-0.015771606160141526,0.0073596511809621
1783003371646382000,0.227382080078125,-0.07715513587296009,-0.000525448646210134,-0.001662243256950751
1783003371656433200,0.23743310546875,-0.05203121601045131,-0.005808357485197484,0.005102163710910827
1783003371666485000,0.247485107421875,-0.06012976679205894,-0.002216141679510474,0.0065248991235624994
1783003371676536000,0.2575361328125,-0.08931260665655136,-0.002995674684643745,0.00020784319755621253
1783003371686588200,0.267588134765625,-0.11024316648244857,-0.009714096219465135,-0.010262441684072837
1783003371696639000,0.277638916015625,-0.0850929431349039,-0.002840922514349222,-0.03100567137748003
1783003371706691000,0.287691162109375,-0.06819032365083694,-0.00043751463443040845,-0.041707326462725174
1783003371716742100,0.2977421875,-0.07284311789274216,0.007152611701004207,-0.04080294323521666
1783003371726794000,0.3077939453125,-0.08258066805303096,-0.0031538609210401774,-0.0344997605709359
1783003371736845000,0.317844970703125,-0.0887181478947401,0.006744907682947814,-0.014174235699791461
1783003371746897000,0.32789697265625,-0.09200432995855808,-0.001539411461725831,-0.009609430268593133
1783003371756948000,0.337947998046875,-0.07165420036911964,-0.0024180574597790837,0.005687745046522468
1783003371767000000,0.348,-0.075695000192523,-0.012927870634198188,0.009813209212385118
1783003371777051000,0.35805078125,-0.07629413512945175,-0.01956102503836155,0.014853623665543271
1783003371787103000,0.36810302734375,-0.07718962266445159,-0.02048109902534634,0.02035533548751846
1783003371797154000,0.378154052734375,-0.08989829759001731,-0.01586304730325937,0.018997600735630837
1783003371807206100,0.3882060546875,-0.09422843574881554,-0.005647139041498303,-0.006107459162781014
1783003371817257200,0.39825732421875,-0.08045885359346866,-0.0025796412296593186,-0.020449379579676314
1783003371827309000,0.40830908203125,-0.06968962229788303,0.004839950844459235,-0.019412483413144947
1783003371837360000,0.418360107421875,-0.08973580050468444,0.004822670916095376,-0.03066689527663402
1783003371847412200,0.428412109375,-0.08748714479506016,-0.0008166136125102639,-0.01736808157134801
1783003371857463000,0.438463134765625,-0.09062836543023586,-0.002670643981359899,-0.005611948997108265
1783003371867515100,0.44851513671875,-0.07686872014701367,-0.0009045841569080949,-0.005535257898550481
1783003371877566500,0.45856640625,-0.07702537201344967,-0.00254953835234046,0.008669793064612895
1783003371887618300,0.468618408203125,-0.07044540910124779,0.006520670473016798,0.008126096375659107
1783003371897670100,0.478670166015625,-0.0747884067416191,-0.004449271026439964,0.004269740607915446
1783003371907721200,0.48872119140625,-0.08406886078417301,-0.015263948898948727,0.005901935786474495
1783003371917773300,0.498773193359375,-0.08810673799812793,-0.01331551824491471,-0.007230060851387679
1783003371927824400,0.508824462890625,-0.08031915286183357,-0.01915207891128957,-0.008940938156191259
1783003371937876200,0.518876220703125,-0.07957096484303473,-0.017102672100812195,-0.015657249932317062
1783003371947927300,0.52892724609375,-0.08241466383635997,-0.010777158873714505,-0.011979082009382545
1783003371957979100,0.538979248046875,-0.08361234918832779,-0.004312821697816252,0.0009466605998110025
1783003371968030200,0.5490302734375,-0.08511164783537388,0.00877297944445163,-0.00015842369841411708
1783003371978082300,0.559082275390625,-0.09618307694792746,0.010948131526447831,-0.006489097157819196
1783003371988133000,0.569133056640625,-0.0804699595093727,0.006132219144701957,-0.002890040619391948
1783003371998185500,0.579185546875,-0.0753857881128788,-0.00002075052708387375,-0.018057379009760916
1783003372008236300,0.589236328125,-0.08107084801197051,-0.009034626055322587,-0.011642963656503707
1783003372018288400,0.599288330078125,-0.08316402089893818,-0.020284517007321118,-0.0058584437046200035
1783003372028339500,0.60933935546875,-0.0714993020683527,-0.019344203949905932,-0.00869301867657341
1783003372038391300,0.619391357421875,-0.07269815646409988,-0.011205430755764245,0.0001595653427299112
1783003372048442400,0.6294423828125,-0.07314239310026169,-0.009815072375908493,0.004883881317730993
1783003372058494200,0.639494140625,-0.06820201408863068,0.0033405425995588303,0.010124384920252487
1783003372068545300,0.649545166015625,-0.08151625369191169,0.0001220189444720745,0.009457673772983252
1783003372078597400,0.659597412109375,-0.07897533703744411,-0.007834493017941712,0.0030142880535684526
1783003372088648200,0.669648193359375,-0.07479016030728816,-0.016525420202128587,0.0018466507799923418
1783003372098700300,0.6797001953125,-0.09259703515470027,-0.020534619310870767,-0.008499888990959152
1783003372108751400,0.68975146484375,-0.07703589340746403,-0.00970459773875773,-0.01499754391456954
1783003372118803200,0.69980322265625,-0.07464519887864589,-0.0022684563886374233,-0.02531379814511165
