time,seconds_elapsed,z,y,x
1783002721975681500,0.085681640625,0.1331815589994192,-1.0744248830020426,0.017144504231831524
1783002721985733600,0.095733642578125,0.1738981847912073,-1.202585691229999,0.16310058591766283
1783002721995785500,0.105785400390625,0.1705482898414135,-1.3705309589661656,0.19409242969918994
1783002722005836500,0.11583642578125,0.13337620478868484,-1.4899877978652716,0.16921631058529019
1783002722015887600,0.1258876953125,0.06662205142080783,-1.4941415565438567,0.1204645363706164
1783002722025939500,0.135939453125,0.19731179360449314,-1.4732302859403192,-0.05484430980295874
1783002722035991600,0.145991455078125,0.4386714032500982,-1.5358353568047285,-0.33989907699394967
1783002722046042400,0.15604248046875,0.6852566385895014,-1.5850727043129502,-0.43490324635561556
1783002722056094500,0.166094482421875,0.7413485281676053,-1.6042472142517565,-0.345685880234465
1783002722066145500,0.1761455078125,0.6569289542496204,-1.649450337807834,-0.21803567014345898
1783002722076197400,0.186197265625,0.6956260569125413,-1.8056052145071326,-0.03693630353547633
1783002722086248400,0.19624853515625,0.6079413437187672,-1.9577084777280687,0.10779502441165968
1783002722096300500,0.206300537109375,0.3838327286034822,-2.025692319021374,0.18504560174942017
1783002722106351600,0.2163515625,0.12818915753960608,-2.017691675656289,0.363936334130913
1783002722116403500,0.226403564453125,0.11274784277975558,-2.0424578681223093,0.38359102880209683
1783002722126454500,0.23645458984375,0.1605617333561182,-1.9943701290406286,0.08662879266636446
1783002722136506600,0.246506591796875,0.010447159734368324,-1.7714602221906184,-0.18202512141708282
1783002722146557700,0.2565576171875,-0.054633507463335985,-1.6664079023495315,-0.26489048816300925
1783002722156609500,0.266609619140625,0.01600947003662586,-1.6884679045967756,-0.23995438249018042
1783002722166660600,0.27666064453125,0.1269996554940939,-1.729912406271696,-0.14622933881939387
1783002722176712400,0.28671240234375,0.2409668109357357,-1.7235212439298628,-0.06453982918611727
1783002722186763500,0.296763427734375,0.29204174913465974,-1.7331946428127585,-0.022491991323186085
1783002722196815600,0.306815673828125,0.27460779925286766,-1.718628795713186,-0.03364897982734255
1783002722206866400,0.316866455078125,0.2709305720448494,-1.711425294075161,-0.05404556977385655
1783002722216918500,0.32691845703125,0.03440145129561424,-1.6841561788775026,-0.040685500001162285
1783002722226969600,0.336969482421875,-0.04044716120064258,-1.656072970817983,-0.04976906149843707
1783002722237021400,0.347021484375,0.20913667143285272,-1.6274129857838153,-0.1601305023320019
1783002722247073300,0.3570732421875,0.28349954623878,-1.5709569390684366,-0.2705995682585053
1783002722257125000,0.367125,0.10535714800655842,-1.4816449169337749,-0.29985430431542914
1783002722267176200,0.37717626953125,0.026371289575099943,-1.4449384035661816,-0.34727738720960916
1783002722277228000,0.38722802734375,0.07794599398970603,-1.4136189900644123,-0.4014375780727714
1783002722287279000,0.397279052734375,0.08137596843838692,-1.353359167151898,-0.39597098322995006
1783002722297331200,0.407331298828125,-0.010814239481091498,-1.308130909154564,-0.36598566787615416
1783002722307382000,0.417382080078125,-0.060817749056220054,-1.3167580138549209,-0.3694080435402691
1783002722317434400,0.427434326171875,-0.030965631628036498,-1.3128797111168502,-0.4878306440208107
1783002722327485400,0.4374853515625,-0.038947278031706806,-1.2287187881350516,-0.5782847123300656
1783002722337537300,0.447537353515625,-0.13949731801748275,-1.0984588156707584,-0.6607900866571813
1783002722347588400,0.45758837890625,-0.21510814705789089,-1.0526217781253158,-0.7046234562300145
1783002722357640200,0.46764013671875,-0.1909171241313219,-1.067715010099858,-0.7639824578452855
1783002722367691300,0.477691162109375,-0.010111059647798537,-1.1455047906145452,-0.8318957911856472
1783002722377743400,0.487743408203125,0.22871815473735332,-1.4055638400331139,-0.6711050713792442
1783002722387794200,0.497794189453125,0.5410340456157923,-1.7355676555544137,-0.2582065534196794
1783002722397846300,0.50784619140625,0.828780727905035,-1.710495758140087,0.0040700989831238986
1783002722407897300,0.5178974609375,1.126968724709749,-1.5650474227637052,-0.013315079853497445
1783002722417949200,0.52794921875,1.0021657024770974,-1.2528384993910788,-0.16461860753148794
1783002722428000300,0.538000244140625,0.20111060136556624,-0.7434817408040165,-0.3478448848992586
1783002722438052000,0.548052001953125,-0.8275789508998393,-0.35068010832518337,-0.5793112423662096
1783002722448103200,0.558103271484375,-1.6967220843315123,-0.1586269659012556,-0.6892150938916951
1783002722458155300,0.5681552734375,-2.1525047813802956,-0.012404139021039009,-0.6256947348132729
1783002722468206000,0.5782060546875,-2.208933355566859,0.06777706667482852,-0.7827952948648482
1783002722478258200,0.588258056640625,-2.054669261050224,0.18489947127699852,-0.9647742025200277
1783002722488309200,0.598309326171875,-1.85306999938488,0.5966138940185308,-0.9790206084068864
1783002722498361000,0.608361083984375,-1.901571287703514,1.0928984050646424,-0.8330702417925
1783002722508412200,0.618412109375,-2.017114314159751,1.288426237861812,-0.770187303834781
1783002722518464000,0.628464111328125,-1.9140625204861164,1.1314739271745085,-0.7533384603645652
1783002722528515000,0.63851513671875,-1.834596769583225,1.0743670153349638,-0.7559164210937916
1783002722538567400,0.6485673828125,-1.7495815678596496,1.0507046924576162,-0.7953649997111409
1783002722548618200,0.6586181640625,-1.5392612396001815,0.9022799716189503,-0.8366321720577776
1783002722558670300,0.66867041015625,-1.2285866861879824,0.6749906806409358,-0.8380631547089665
1783002722568721400,0.678721435546875,-1.0412544348061084,0.4997089325368404,-0.6673818130724132
1783002722578773200,0.688773193359375,-1.0263841979324817,0.24330986693054435,-0.24886722706304862
1783002722588824300,0.69882421875,-1.0600953288763761,0.001084288105368614,0.1014973125069402
1783002722598876200,0.708876220703125,-0.9838853648990392,-0.052576574933528894,0.2657925881018862
1783002722608928300,0.71892822265625,-0.9586673370122909,0.011458090342581271,0.40410665115155275
1783002722618979300,0.728979248046875,-0.9804881236761808,0.05206541054099798,0.5721785409420729
1783002722629031200,0.73903125,-0.8751976111650467,0.013334113347530364,0.7452541573040187
1783002722639082200,0.749082275390625,-0.7123316925197839,-0.006188917768001556,0.8842806429393589
1783002722649134000,0.759134033203125,-0.5455418784290552,0.0217655493453145,0.9484398113779723
1783002722659185200,0.76918505859375,-0.580029838964343,0.11164835710525511,0.9993488914906978
1783002722669237200,0.7792373046875,-0.6050935530722141,0.1986307672485709,1.0411591577380894
1783002722679288000,0.7892880859375,-0.5111579627901316,0.24423574960380792,0.9755965522423387
1783002722689340200,0.799340087890625,-0.44675183385312556,0.35009792452305555,0.8783619204148649
1783002722699391200,0.80939111328125,-0.37469197529256343,0.522999791753292,0.7928814392670989
1783002722709443000,0.819443115234375,-0.35742402962744235,0.7020344626501203,0.717889326646924
1783002722719494100,0.829494140625,-0.3666951313197613,0.7786445318609475,0.6674655458331108
1783002722729546200,0.839546142578125,-0.31325697112083434,0.7924445091545581,0.7071436223573982
1783002722739597300,0.849597412109375,-0.24707623372673987,0.7676078818008303,0.7441555484123528
